图鉴编号	PokeAPI编号	日文名	中文名	英文名	是否默认形态	第一属性	第二属性	第一特性	第二特性	隐藏特性	体重(kg)	HP	攻击	防御	特攻	特防	速度	种族值总和	日文图鉴说明	英文图鉴说明	中文图鉴说明
268	268	マユルド	盾甲茧	cascoon	TRUE	bug		shed-skin			11.5	50	35	55	25	25	15	205	動くと　強い　体に　進化　できないので どんなに　痛めつけられても　じっと　している。 そのとき　受けた　痛みは　ずっと　忘れない。	"The silk coating its body is thin but sufficiently strong. Cascoon's silk has a luster and texture superior to that of Silcoon's, and clothes made using Cascoon silk are regarded as top-notch."	
269	269	ドクケイル	毒粉蛾	dustox	TRUE	bug	poison	shield-dust		compound-eyes	31.6	60	50	70	50	90	65	385	羽ばたくと　細かい　粉が　舞い上がる。 吸いこむと　プロレスラーも　寝込む　猛毒だ。 触角の　レーダーで　エサを　探す。	Tends to be drawn to bonfires on dark nights. Difficult to chase away from settlements because of the way it scatters highly toxic scales.	
270	270	ハスボー	莲叶童子	lotad	TRUE	water	grass	swift-swim	rain-dish	own-tempo	2.6	40	30	30	40	50	30	220	葉っぱが　大きく　なりすぎて 重くなって　しまったため　水に 浮かんで　暮らすように　なった。	Its leaf grew too large for it to live on land. That is how it began to live floating in the water.	因为叶子长得太大太重， 所以才会改变习性， 漂浮在水面上生活。
271	271	ハスブレロ	莲帽小童	lombre	TRUE	water	grass	swift-swim	rain-dish	own-tempo	32.5	60	50	50	60	70	50	340	日当たりの　良い　水辺に　棲む。 昼間は　水草の　ベッドで　眠り 日が　暮れると　動き出す。	It lives at the water’s edge where it is sunny. It sleeps on a bed of water grass by day and becomes active at night.	住在日照良好的水边。 白天在水草做的床上睡觉， 太阳下山后就会出来活动。
272	272	ルンパッパ	乐天河童	ludicolo	TRUE	water	grass	swift-swim	rain-dish	own-tempo	55	80	70	70	90	100	70	480	陽気な　リズムに　あわせて 体を　動かす　ことで パワーを　増幅させて　いるのだ。	"If it hears festive music, it begins moving in rhythm in order to amplify its power."	乐天河童会跟着 欢快的音乐摇摆身体， 从而增强自己的力量。
273	273	タネボー	橡实果	seedot	TRUE	grass		chlorophyll	early-bird	pickpocket	4	40	40	50	30	30	30	220	頭の　先を　枝に　くっつけて ぶら下がる。　強風に　あおられ 落ちてしまう　ことも　あるのだ。	It attaches itself to a tree branch using the top of its head. Strong winds can sometimes make it fall.	会将头顶粘在树枝上悬挂着。 也有被大风吹落的时候。
274	274	コノハナ	长鼻叶	nuzleaf	TRUE	grass	dark	chlorophyll	early-bird	pickpocket	28	70	70	40	60	40	60	340	コノハナの　吹く　草笛の　音は 聞いた　ものを　不安に　させる。 大木に　開いた　穴で　暮らす。	They live in holes bored in large trees. The sound of Nuzleaf’s grass flute fills listeners with dread.	长鼻叶居住在大树上的洞穴里， 它吹奏出的草笛声 会让听到的人感到不安。
275	275	ダーテング	狡猾天狗	shiftry	TRUE	grass	dark	chlorophyll	wind-rider	pickpocket	59.6	90	100	60	90	60	80	480	森の　奥で　ひっそりと　暮らす。 大きな　団扇を　あおぐと 木枯らしが　吹くと　いわれている。	It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.	在森林深处静静地生活。 据说当它扇动大大的团扇， 就会刮起冬日寒风。
276	276	スバメ	傲骨燕	taillow	TRUE	normal	flying	guts		scrappy	2.3	40	55	30	30	30	85	270	巣立ちを　終えたばかり　なので　夜に　なると 寂しく　なって　泣いてしまう　ことも　ある。 森に　すむ　ケムッソを　捕まえて　食べる。	"Taillow is young—it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests."	
277	277	オオスバメ	大王燕	swellow	TRUE	normal	flying	guts		scrappy	19.8	60	85	60	75	50	125	455	ツヤの　ある　羽の　手入れは　怠らない。 オオスバメが　２匹　集まると　必ず お互いの　羽を　きれいに　手入れするぞ。	"Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other’s wings."	
278	278	キャモメ	长翅鸥	wingull	TRUE	water	flying	keen-eye	hydration	rain-dish	9.5	40	30	30	55	30	85	270	空気の　流れを　利用して 羽ばたかずに　空へ　舞い上がる。 海辺の　崖に　巣を　つくる。	It soars on updrafts without flapping its wings. It makes a nest on sheer cliffs at the sea’s edge.	利用气流， 不拍打翅膀就能飞上天空。 会在海边的岩壁上筑巢。
279	279	ペリッパー	大嘴鸥	pelipper	TRUE	water	flying	keen-eye	drizzle	rain-dish	28	60	50	100	95	70	65	440	海面　すれすれを　飛んで 大きな　くちばしで　海水ごと エサを　すくい取って　運ぶのだ。	"Skimming the water’s surface, it dips its large bill in the sea, scoops up food and water, and carries it."	把小型宝可梦和蛋放进嘴里， 并运送到安全地方的空中运送员。
280	280	ラルトス	拉鲁拉丝	ralts	TRUE	psychic	fairy	synchronize	trace	telepathy	6.6	28	25	25	45	35	40	198	赤いツノで　人や　ポケモンの 温かな　気持ちを　キャッチすると 全身が　ほのかに　熱くなる。	"Tends to prefer people with a chipper disposition to those who are gloomy, but it has shown no discrimination with regard to age or gender. Needs more research."	用红色的角捕捉到 人和宝可梦的温情后， 全身也会稍稍变暖起来。
281	281	キルリア	奇鲁莉安	kirlia	TRUE	psychic	fairy	synchronize	trace	telepathy	20.2	38	35	35	65	55	50	278	サイコパワーを　操り　まわりの 空間を　ねじ曲げる　ことで 未来を　見通す　ことが　できる。	"It resembles a maiden in appearance, but it wields strange powers to project visions of paradise. I suspect the crimson ornaments on its head are the key to its abilities."	可以通过操纵精神力量 扭曲周围的空间来看清未来。
282	282	サーナイト	沙奈朵	gardevoir	TRUE	psychic	fairy	synchronize	trace	telepathy	48.4	68	65	65	125	115	80	518	トレーナーを　守るためなら サイコパワーを　使いきり　小さな ブラックホールを　つくりだす。	"It will dedicate itself to defending a master it has come to adore. Its pure white dress, reminiscent of those worn by ladies of nobility, is the dress of one who is willing to risk their life."	如果是为了保护训练家， 它就会用尽自己的精神力量 制造出小型黑洞。
282	10051	サーナイト（メガシンカ）	沙奈朵（超级进化）	gardevoir-mega	FALSE	psychic	fairy	pixilate			48.4	68	85	65	165	135	100	618	トレーナーを　守るためなら サイコパワーを　使いきり　小さな ブラックホールを　つくりだす。	"It will dedicate itself to defending a master it has come to adore. Its pure white dress, reminiscent of those worn by ladies of nobility, is the dress of one who is willing to risk their life."	如果是为了保护训练家， 它就会用尽自己的精神力量 制造出小型黑洞。
283	283	アメタマ	溜溜糖球	surskit	TRUE	bug	water	swift-swim		rain-dish	1.7	40	30	32	50	52	65	269	水草の　多い　池や　沼に 棲む。　棲息地も　食う　エサも 近い　シズクモと　よく　争う。	"It lives in ponds and marshes that feature lots of plant life. It often fights with Dewpider, whose habitat and diet are similar."	栖息在水草丛生的池塘或沼泽里。 会经常和栖息地以及食物 都与自己相近的滴蛛争斗。
284	284	アメモース	雨翅蛾	masquerain	TRUE	bug	flying	intimidate		unnerve	3.6	70	60	62	100	82	80	454	薄い　ハネの　ような　触角は 湿気を　吸いやすい。　雨の　日は 木の　ウロなどで　じっと　過ごす。	"Its thin, winglike antennae are highly absorbent. It waits out rainy days in tree hollows."	像薄薄的翅膀一样的触角 很容易吸收湿气。 雨天会静静地待在树洞等地方度过。
285	285	キノココ	蘑蘑菇	shroomish	TRUE	grass		effect-spore	poison-heal	quick-feet	4.5	60	40	60	40	60	35	295	危険を　感じると　体を　震わせて 頭の　てっぺんから　胞子を　ばらまくぞ。 草木も　しおれてしまうほどの　猛毒だ。	"If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt."	
286	286	キノガッサ	斗笠菇	breloom	TRUE	grass	fighting	effect-spore	poison-heal	technician	39.2	60	130	80	60	60	70	460	シッポの　タネは　毒の　胞子が　固まって できた　ものなので　食べたら　大変だ。 一口で　お腹が　グルグル　鳴りだすぞ。	The seeds ringing Breloom’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokémon’s seed will cause your stomach to rumble.	
287	287	ナマケロ	懒人獭	slakoth	TRUE	normal		truant			24	60	60	60	35	35	30	280	心臓の　鼓動は　１分間に　１回。 とにかく　じっと　寝そべっている　ポケモンで 動く　姿を　見ることは　ほとんど　ない。	"Slakoth’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this Pokémon in motion."	
288	288	ヤルキモノ	过动猿	vigoroth	TRUE	normal		vital-spirit			46.5	80	80	80	55	55	90	440	じっとしている　ことが　できない　ポケモンだ。 眠ろうとしても　体の　血が　たぎってしまい 森中を　駆けまわらないと　収まらない。	"Vigoroth is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this Pokémon to run wild throughout the jungle before it can settle down."	
289	289	ケッキング	请假王	slaking	TRUE	normal		truant			130.5	150	160	100	95	65	100	670	草原に　刻まれた　半径　１メートルの 輪っかは　ケッキングが　寝そべったまま　周りの 草を　食べ尽くして　できた　ものだ。	"Wherever Slaking live, rings of over a yard in diameter appear in grassy fields. They are made by the Pokémon as it eats all the grass within reach while lying prone on the ground."	
290	290	ツチニン	土居忍士	nincada	TRUE	bug	ground	compound-eyes		run-away	5.5	31	45	90	30	30	40	266	１０年以上　土の　中で 暮らす　ことも　ある。　樹木の 根っこから　栄養を　吸い取る。	It can sometimes live underground for more than 10 years. It absorbs nutrients from the roots of trees.	有时能在土里生活１０年以上。 会从树木的根部那里吸取营养。
291	291	テッカニン	铁面忍者	ninjask	TRUE	bug	flying	speed-boost		infiltrator	12	61	90	45	50	50	160	456	どんな　攻撃でも　避けてしまうと いわれるほど　素早い　ポケモン。 甘い　樹液が　大好物。	"This Pokémon is so quick, it is said to be able to avoid any attack. It loves to feed on tree sap."	行动十分迅速的宝可梦。 说它无论什么攻击都能避开也不夸张。 非常喜欢甘甜的树液。
292	292	ヌケニン	脱壳忍者	shedinja	TRUE	bug	ghost	wonder-guard			1.2	1	90	45	30	30	40	236	ハネを　動かさずに　飛びまわる。 体の　中は　空っぽで 息を　しない　不思議な　ポケモン。	"A strange Pokémon—it flies without moving its wings, has a hollow shell for a body, and does not breathe."	不拍动翅膀也能四处飞行。 身体里面空空的，是一种 不呼吸的奇妙宝可梦。
